n_works,instance,repetition,algorithm,ticks,time,cost,res_length
265,10,18,memo,2228,2.228,7577,120
265,10,19,bottom,1705,1.705,7577,120
265,10,19,memo,2365,2.365,7577,120
265,10,20,bottom,1829,1.829,7577,120
265,10,20,memo,2294,2.294,7577,120
265,10,21,bottom,1707,1.707,7577,120
265,10,21,memo,2525,2.525,7577,120
265,10,22,bottom,1762,1.762,7577,120
265,10,22,memo,2372,2.372,7577,120
265,10,23,bottom,1820,1.82,7577,120
265,10,23,memo,2236,2.236,7577,120
265,10,24,bottom,1809,1.809,7577,120
265,10,24,memo,2826,2.826,7577,120
265,10,25,bottom,1729,1.729,7577,120
265,10,25,memo,2216,2.216,7577,120
265,11,1,bottom,1721,1.721,7970,118
265,11,1,memo,2214,2.214,7970,118
265,11,2,bottom,1742,1.742,7970,118
265,11,2,memo,2196,2.196,7970,118
265,11,3,bottom,1723,1.723,7970,118
265,11,3,memo,2233,2.233,7970,118
265,11,4,bottom,1750,1.75,7970,118
265,11,4,memo,2225,2.225,7970,118
265,11,5,bottom,1893,1.893,7970,118
265,11,5,memo,2252,2.252,7970,118
265,11,6,bottom,2042,2.042,7970,118
265,11,6,memo,2542,2.542,7970,118
265,11,7,bottom,1916,1.916,7970,118
265,11,7,memo,2226,2.226,7970,118
265,11,8,bottom,1746,1.746,7970,118
265,11,8,memo,2197,2.197,7970,118
265,11,9,bottom,1745,1.745,7970,118
265,11,9,memo,2226,2.226,7970,118
265,11,10,bottom,1716,1.716,7970,118
265,11,10,memo,2215,2.215,7970,118
265,11,11,bottom,1729,1.729,7970,118
265,11,11,memo,2214,2.214,7970,118
265,11,12,bottom,1712,1.712,7970,118
265,11,12,memo,2211,2.211,7970,118
265,11,13,bottom,1710,1.71,7970,118
265,11,13,memo,2229,2.229,7970,118
265,11,14,bottom,1710,1.71,7970,118
265,11,14,memo,2550,2.55,7970,118
265,11,15,bottom,1717,1.717,7970,118
265,11,15,memo,2450,2.45,7970,118
265,11,16,bottom,1733,1.733,7970,118
265,11,16,memo,2193,2.193,7970,118
265,11,17,bottom,1725,1.725,7970,118
265,11,17,memo,2226,2.226,7970,118
265,11,18,bottom,1733,1.733,7970,118
265,11,18,memo,2802,2.802,7970,118
265,11,19,bottom,1849,1.849,7970,118
265,11,19,memo,2207,2.207,7970,118
265,11,20,bottom,1744,1.744,7970,118
265,11,20,memo,2200,2.2,7970,118
265,11,21,bottom,1730,1.73,7970,118
265,11,21,memo,2197,2.197,7970,118
265,11,22,bottom,1728,1.728,7970,118
265,11,22,memo,2199,2.199,7970,118
265,11,23,bottom,1727,1.727,7970,118
265,11,23,memo,2432,2.432,7970,118
265,11,24,bottom,1806,1.806,7970,118
265,11,24,memo,2204,2.204,7970,118
265,11,25,bottom,1947,1.947,7970,118
265,11,25,memo,2266,2.266,7970,118
265,12,1,bottom,2295,2.295,7538,139
265,12,1,memo,2362,2.362,7538,139
265,12,2,bottom,1718,1.718,7538,139
265,12,2,memo,2232,2.232,7538,139
265,12,3,bottom,1709,1.709,7538,139
265,12,3,memo,2213,2.213,7538,139
265,12,4,bottom,1709,1.709,7538,139
265,12,4,memo,2216,2.216,7538,139
265,12,5,bottom,1710,1.71,7538,139
265,12,5,memo,2202,2.202,7538,139
265,12,6,bottom,1708,1.708,7538,139
265,12,6,memo,2238,2.238,7538,139
265,12,7,bottom,1927,1.927,7538,139
265,12,7,memo,2293,2.293,7538,139
265,12,8,bottom,1714,1.714,7538,139
265,12,8,memo,2378,2.378,7538,139
265,12,9,bottom,1710,1.71,7538,139
265,12,9,memo,2206,2.206,7538,139
265,12,10,bottom,1713,1.713,7538,139
265,12,10,memo,2210,2.21,7538,139
265,12,11,bottom,1725,1.725,7538,139
265,12,11,memo,2239,2.239,7538,139
265,12,12,bottom,1725,1.725,7538,139
265,12,12,memo,2819,2.819,7538,139
265,12,13,bottom,1839,1.839,7538,139
265,12,13,memo,2314,2.314,7538,139
265,12,14,bottom,1710,1.71,7538,139
265,12,14,memo,2207,2.207,7538,139
265,12,15,bottom,1711,1.711,7538,139
265,12,15,memo,2536,2.536,7538,139
265,12,16,bottom,1788,1.788,7538,139
265,12,16,memo,2395,2.395,7538,139
265,12,17,bottom,1741,1.741,7538,139
265,12,17,memo,2192,2.192,7538,139
265,12,18,bottom,1726,1.726,7538,139
265,12,18,memo,2232,2.232,7538,139
265,12,19,bottom,1709,1.709,7538,139
265,12,19,memo,2391,2.391,7538,139
265,12,20,bottom,2144,2.144,7538,139
265,12,20,memo,2282,2.282,7538,139
265,12,21,bottom,1832,1.832,7538,139
265,12,21,memo,2279,2.279,7538,139
265,12,22,bottom,1711,1.711,7538,139
265,12,22,memo,2249,2.249,7538,139
265,12,23,bottom,1708,1.708,7538,139
265,12,23,memo,2214,2.214,7538,139
265,12,24,bottom,1929,1.929,7538,139
265,12,24,memo,2274,2.274,7538,139
265,12,25,bottom,2355,2.355,7538,139
265,12,25,memo,2212,2.212,7538,139
265,13,1,bottom,1714,1.714,7277,137
265,13,1,memo,2217,2.217,7277,137
265,13,2,bottom,1707,1.707,7277,137
265,13,2,memo,2824,2.824,7277,137
265,13,3,bottom,1806,1.806,7277,137
265,13,3,memo,2290,2.29,7277,137
265,13,4,bottom,1705,1.705,7277,137
265,13,4,memo,2214,2.214,7277,137
265,13,5,bottom,1714,1.714,7277,137
265,13,5,memo,2218,2.218,7277,137
265,13,6,bottom,1712,1.712,7277,137
265,13,6,memo,2227,2.227,7277,137
265,13,7,bottom,1705,1.705,7277,137
265,13,7,memo,2212,2.212,7277,137
265,13,8,bottom,1712,1.712,7277,137
265,13,8,memo,3086,3.086,7277,137
265,13,9,bottom,1747,1.747,7277,137
265,13,9,memo,2985,2.985,7277,137
265,13,10,bottom,2057,2.057,7277,137
265,13,10,memo,2257,2.257,7277,137
265,13,11,bottom,1713,1.713,7277,137
265,13,11,memo,2213,2.213,7277,137
265,13,12,bottom,1708,1.708,7277,137
265,13,12,memo,2218,2.218,7277,137
265,13,13,bottom,1708,1.708,7277,137
265,13,13,memo,2276,2.276,7277,137
265,13,14,bottom,1737,1.737,7277,137
265,13,14,memo,2213,2.213,7277,137
265,13,15,bottom,1709,1.709,7277,137
265,13,15,memo,2231,2.231,7277,137
265,13,16,bottom,1709,1.709,7277,137
265,13,16,memo,2220,2.22,7277,137
265,13,17,bottom,1708,1.708,7277,137
265,13,17,memo,2460,2.46,7277,137
265,13,18,bottom,1768,1.768,7277,137
265,13,18,memo,3216,3.216,7277,137
265,13,19,bottom,1742,1.742,7277,137
265,13,19,memo,2235,2.235,7277,137
265,13,20,bottom,1707,1.707,7277,137
265,13,20,memo,2231,2.231,7277,137
265,13,21,bottom,1923,1.923,7277,137
265,13,21,memo,2577,2.577,7277,137
265,13,22,bottom,1720,1.72,7277,137
265,13,22,memo,2199,2.199,7277,137
265,13,23,bottom,1720,1.72,7277,137
265,13,23,memo,2241,2.241,7277,137
265,13,24,bottom,1708,1.708,7277,137
265,13,24,memo,2244,2.244,7277,137
265,13,25,bottom,1710,1.71,7277,137
265,13,25,memo,2218,2.218,7277,137
265,14,1,bottom,1719,1.719,7781,138
265,14,1,memo,2231,2.231,7781,138
265,14,2,bottom,1929,1.929,7781,138
265,14,2,memo,2254,2.254,7781,138
265,14,3,bottom,1956,1.956,7781,138
265,14,3,memo,2402,2.402,7781,138
265,14,4,bottom,2283,2.283,7781,138
265,14,4,memo,2308,2.308,7781,138
265,14,5,bottom,1729,1.729,7781,138
265,14,5,memo,2234,2.234,7781,138
265,14,6,bottom,1706,1.706,7781,138
265,14,6,memo,2219,2.219,7781,138
265,14,7,bottom,1707,1.707,7781,138
265,14,7,memo,2220,2.22,7781,138
265,14,8,bottom,1739,1.739,7781,138
265,14,8,memo,2197,2.197,7781,138
265,14,9,bottom,1725,1.725,7781,138
265,14,9,memo,2211,2.211,7781,138
265,14,10,bottom,1723,1.723,7781,138
265,14,10,memo,2235,2.235,7781,138
265,14,11,bottom,1938,1.938,7781,138
265,14,11,memo,2335,2.335,7781,138
265,14,12,bottom,1708,1.708,7781,138
265,14,12,memo,2400,2.4,7781,138
265,14,13,bottom,1734,1.734,7781,138
265,14,13,memo,2202,2.202,7781,138
265,14,14,bottom,1725,1.725,7781,138
265,14,14,memo,2199,2.199,7781,138
265,14,15,bottom,1835,1.835,7781,138
265,14,15,memo,2763,2.763,7781,138
265,14,16,bottom,1860,1.86,7781,138
265,14,16,memo,2203,2.203,7781,138
265,14,17,bottom,1707,1.707,7781,138
265,14,17,memo,2238,2.238,7781,138
265,14,18,bottom,1706,1.706,7781,138
265,14,18,memo,2235,2.235,7781,138
265,14,19,bottom,1710,1.71,7781,138
265,14,19,memo,2620,2.62,7781,138
265,14,20,bottom,1822,1.822,7781,138
265,14,20,memo,2950,2.95,7781,138
265,14,21,bottom,1757,1.757,7781,138
265,14,21,memo,2208,2.208,7781,138
265,14,22,bottom,1723,1.723,7781,138
265,14,22,memo,2452,2.452,7781,138
265,14,23,bottom,2092,2.092,7781,138
265,14,23,memo,2208,2.208,7781,138
265,14,24,bottom,1724,1.724,7781,138
265,14,24,memo,2205,2.205,7781,138
265,14,25,bottom,1727,1.727,7781,138
265,14,25,memo,2206,2.206,7781,138
265,15,1,bottom,1732,1.732,7737,141
265,15,1,memo,2199,2.199,7737,141
265,15,2,bottom,1751,1.751,7737,141
265,15,2,memo,2228,2.228,7737,141
265,15,3,bottom,1712,1.712,7737,141
265,15,3,memo,2231,2.231,7737,141
265,15,4,bottom,1892,1.892,7737,141
265,15,4,memo,2241,2.241,7737,141
265,15,5,bottom,2058,2.058,7737,141
265,15,5,memo,2196,2.196,7737,141
265,15,6,bottom,1723,1.723,7737,141
265,15,6,memo,2208,2.208,7737,141
265,15,7,bottom,1724,1.724,7737,141
265,15,7,memo,2233,2.233,7737,141
265,15,8,bottom,1708,1.708,7737,141
265,15,8,memo,2220,2.22,7737,141
265,15,9,bottom,1842,1.842,7737,141
265,15,9,memo,2638,2.638,7737,141
265,15,10,bottom,1721,1.721,7737,141
265,15,10,memo,2204,2.204,7737,141
265,15,11,bottom,1720,1.72,7737,141
265,15,11,memo,2200,2.2,7737,141
265,15,12,bottom,1726,1.726,7737,141
265,15,12,memo,2699,2.699,7737,141
265,15,13,bottom,1715,1.715,7737,141
265,15,13,memo,2724,2.724,7737,141
265,15,14,bottom,1734,1.734,7737,141
265,15,14,memo,2204,2.204,7737,141
265,15,15,bottom,1723,1.723,7737,141
265,15,15,memo,2208,2.208,7737,141
265,15,16,bottom,1712,1.712,7737,141
265,15,16,memo,2386,2.386,7737,141
265,15,17,bottom,2147,2.147,7737,141
265,15,17,memo,2222,2.222,7737,141
265,15,18,bottom,1708,1.708,7737,141
265,15,18,memo,2216,2.216,7737,141
265,15,19,bottom,1708,1.708,7737,141
265,15,19,memo,2234,2.234,7737,141
265,15,20,bottom,1710,1.71,7737,141
265,15,20,memo,2461,2.461,7737,141
265,15,21,bottom,1824,1.824,7737,141
265,15,21,memo,2324,2.324,7737,141
265,15,22,bottom,1822,1.822,7737,141
265,15,22,memo,2244,2.244,7737,141
265,15,23,bottom,1745,1.745,7737,141
265,15,23,memo,2244,2.244,7737,141
265,15,24,bottom,1944,1.944,7737,141
265,15,24,memo,2815,2.815,7737,141
265,15,25,bottom,1712,1.712,7737,141
265,15,25,memo,2215,2.215,7737,141
265,16,1,bottom,1737,1.737,7773,136
265,16,1,memo,2219,2.219,7773,136
265,16,2,bottom,1718,1.718,7773,136
265,16,2,memo,2222,2.222,7773,136
265,16,3,bottom,1717,1.717,7773,136
265,16,3,memo,2219,2.219,7773,136
265,16,4,bottom,2083,2.083,7773,136
265,16,4,memo,2312,2.312,7773,136
265,16,5,bottom,2095,2.095,7773,136
265,16,5,memo,2226,2.226,7773,136
265,16,6,bottom,1737,1.737,7773,136
265,16,6,memo,2468,2.468,7773,136
265,16,7,bottom,2071,2.071,7773,136
265,16,7,memo,2252,2.252,7773,136
265,16,8,bottom,1721,1.721,7773,136
265,16,8,memo,2219,2.219,7773,136
265,16,9,bottom,1720,1.72,7773,136
265,16,9,memo,2243,2.243,7773,136
265,16,10,bottom,1754,1.754,7773,136
265,16,10,memo,2202,2.202,7773,136
265,16,11,bottom,1733,1.733,7773,136
265,16,11,memo,2206,2.206,7773,136
265,16,12,bottom,1735,1.735,7773,136
265,16,12,memo,2238,2.238,7773,136
265,16,13,bottom,1717,1.717,7773,136
265,16,13,memo,2500,2.5,7773,136
265,16,14,bottom,1749,1.749,7773,136
265,16,14,memo,2991,2.991,7773,136
265,16,15,bottom,1729,1.729,7773,136
265,16,15,memo,2226,2.226,7773,136
265,16,16,bottom,1741,1.741,7773,136
265,16,16,memo,2359,2.359,7773,136
265,16,17,bottom,1765,1.765,7773,136
265,16,17,memo,2209,2.209,7773,136
265,16,18,bottom,1899,1.899,7773,136
265,16,18,memo,2937,2.937,7773,136
265,16,19,bottom,1847,1.847,7773,136
265,16,19,memo,2272,2.272,7773,136
265,16,20,bottom,1720,1.72,7773,136
265,16,20,memo,2259,2.259,7773,136
265,16,21,bottom,1732,1.732,7773,136
265,16,21,memo,2206,2.206,7773,136
265,16,22,bottom,1732,1.732,7773,136
265,16,22,memo,2492,2.492,7773,136
265,16,23,bottom,1775,1.775,7773,136
265,16,23,memo,2379,2.379,7773,136
265,16,24,bottom,1753,1.753,7773,136
265,16,24,memo,2241,2.241,7773,136
265,16,25,bottom,1724,1.724,7773,136
265,16,25,memo,2715,2.715,7773,136
265,17,1,bottom,1997,1.997,7901,134
265,17,1,memo,2244,2.244,7901,134
265,17,2,bottom,1741,1.741,7901,134
265,17,2,memo,2198,2.198,7901,134
265,17,3,bottom,1720,1.72,7901,134
265,17,3,memo,2198,2.198,7901,134
265,17,4,bottom,1724,1.724,7901,134
265,17,4,memo,2236,2.236,7901,134
265,17,5,bottom,1705,1.705,7901,134
265,17,5,memo,2233,2.233,7901,134
265,17,6,bottom,1939,1.939,7901,134
265,17,6,memo,2255,2.255,7901,134
265,17,7,bottom,1968,1.968,7901,134
265,17,7,memo,2332,2.332,7901,134
265,17,8,bottom,2276,2.276,7901,134
265,17,8,memo,2462,2.462,7901,134
265,17,9,bottom,1800,1.8,7901,134
265,17,9,memo,2198,2.198,7901,134
265,17,10,bottom,1722,1.722,7901,134
265,17,10,memo,2199,2.199,7901,134
265,17,11,bottom,1721,1.721,7901,134
265,17,11,memo,2272,2.272,7901,134
265,17,12,bottom,1707,1.707,7901,134
265,17,12,memo,2215,2.215,7901,134
265,17,13,bottom,1709,1.709,7901,134
265,17,13,memo,2220,2.22,7901,134
265,17,14,bottom,1743,1.743,7901,134
265,17,14,memo,2200,2.2,7901,134
265,17,15,bottom,1902,1.902,7901,134
265,17,15,memo,2587,2.587,7901,134
265,17,16,bottom,1713,1.713,7901,134
265,17,16,memo,2850,2.85,7901,134
265,17,17,bottom,1747,1.747,7901,134
265,17,17,memo,2212,2.212,7901,134
265,17,18,bottom,1709,1.709,7901,134
265,17,18,memo,2231,2.231,7901,134
265,17,19,bottom,1713,1.713,7901,134
265,17,19,memo,2728,2.728,7901,134
265,17,20,bottom,1825,1.825,7901,134
265,17,20,memo,2294,2.294,7901,134
265,17,21,bottom,1721,1.721,7901,134
265,17,21,memo,2200,2.2,7901,134
265,17,22,bottom,1721,1.721,7901,134
265,17,22,memo,2360,2.36,7901,134
265,17,23,bottom,1710,1.71,7901,134
265,17,23,memo,2533,2.533,7901,134
265,17,24,bottom,1758,1.758,7901,134
265,17,24,memo,3122,3.122,7901,134
265,17,25,bottom,1716,1.716,7901,134
265,17,25,memo,2236,2.236,7901,134
265,18,1,bottom,1732,1.732,7878,132
265,18,1,memo,2555,2.555,7878,132
265,18,2,bottom,2077,2.077,7878,132
265,18,2,memo,2358,2.358,7878,132
265,18,3,bottom,1760,1.76,7878,132
265,18,3,memo,2194,2.194,7878,132
265,18,4,bottom,1726,1.726,7878,132
265,18,4,memo,2190,2.19,7878,132
265,18,5,bottom,1726,1.726,7878,132
265,18,5,memo,2228,2.228,7878,132
265,18,6,bottom,1725,1.725,7878,132
265,18,6,memo,2190,2.19,7878,132
265,18,7,bottom,1725,1.725,7878,132
265,18,7,memo,2396,2.396,7878,132
265,18,8,bottom,1828,1.828,7878,132
265,18,8,memo,2197,2.197,7878,132
265,18,9,bottom,1989,1.989,7878,132
265,18,9,memo,2888,2.888,7878,132
265,18,10,bottom,1730,1.73,7878,132
265,18,10,memo,2241,2.241,7878,132
265,18,11,bottom,1709,1.709,7878,132
265,18,11,memo,2236,2.236,7878,132
265,18,12,bottom,1710,1.71,7878,132
265,18,12,memo,2232,2.232,7878,132
265,18,13,bottom,1743,1.743,7878,132
265,18,13,memo,2234,2.234,7878,132
265,18,14,bottom,1708,1.708,7878,132
265,18,14,memo,2209,2.209,7878,132
265,18,15,bottom,1712,1.712,7878,132
265,18,15,memo,2216,2.216,7878,132
265,18,16,bottom,1908,1.908,7878,132
265,18,16,memo,2278,2.278,7878,132
265,18,17,bottom,2129,2.129,7878,132
265,18,17,memo,2251,2.251,7878,132
265,18,18,bottom,1755,1.755,7878,132
265,18,18,memo,2200,2.2,7878,132
265,18,19,bottom,1754,1.754,7878,132
265,18,19,memo,2197,2.197,7878,132
265,18,20,bottom,1766,1.766,7878,132
265,18,20,memo,2444,2.444,7878,132
265,18,21,bottom,2201,2.201,7878,132
265,18,21,memo,2318,2.318,7878,132
265,18,22,bottom,1759,1.759,7878,132
265,18,22,memo,2214,2.214,7878,132
265,18,23,bottom,1747,1.747,7878,132
265,18,23,memo,2194,2.194,7878,132
265,18,24,bottom,1724,1.724,7878,132
265,18,24,memo,2195,2.195,7878,132
265,18,25,bottom,1713,1.713,7878,132
265,18,25,memo,2580,2.58,7878,132
265,19,1,bottom,1745,1.745,8174,135
265,19,1,memo,2706,2.706,8174,135
265,19,2,bottom,1726,1.726,8174,135
265,19,2,memo,2229,2.229,8174,135
265,19,3,bottom,1796,1.796,8174,135
265,19,3,memo,2994,2.994,8174,135
265,19,4,bottom,1849,1.849,8174,135
265,19,4,memo,2242,2.242,8174,135
265,19,5,bottom,1753,1.753,8174,135
265,19,5,memo,2187,2.187,8174,135
265,19,6,bottom,1722,1.722,8174,135
265,19,6,memo,2190,2.19,8174,135
265,19,7,bottom,1714,1.714,8174,135
265,19,7,memo,2199,2.199,8174,135
265,19,8,bottom,1705,1.705,8174,135
265,19,8,memo,2439,2.439,8174,135
265,19,9,bottom,1754,1.754,8174,135
265,19,9,memo,2346,2.346,8174,135
265,19,10,bottom,1806,1.806,8174,135
265,19,10,memo,2438,2.438,8174,135
265,19,11,bottom,2041,2.041,8174,135
265,19,11,memo,2228,2.228,8174,135
265,19,12,bottom,1707,1.707,8174,135
265,19,12,memo,2226,2.226,8174,135
265,19,13,bottom,1706,1.706,8174,135
265,19,13,memo,2223,2.223,8174,135
265,19,14,bottom,1705,1.705,8174,135
265,19,14,memo,2222,2.222,8174,135
265,19,15,bottom,1706,1.706,8174,135
265,19,15,memo,2216,2.216,8174,135
265,19,16,bottom,1748,1.748,8174,135
265,19,16,memo,2225,2.225,8174,135
265,19,17,bottom,1949,1.949,8174,135
265,19,17,memo,2236,2.236,8174,135
265,19,18,bottom,2129,2.129,8174,135
265,19,18,memo,2200,2.2,8174,135
265,19,19,bottom,1705,1.705,8174,135
265,19,19,memo,2207,2.207,8174,135
265,19,20,bottom,1706,1.706,8174,135
265,19,20,memo,2225,2.225,8174,135
265,19,21,bottom,1706,1.706,8174,135
265,19,21,memo,2236,2.236,8174,135
265,19,22,bottom,1709,1.709,8174,135
265,19,22,memo,2971,2.971,8174,135
265,19,23,bottom,1838,1.838,8174,135
265,19,23,memo,2249,2.249,8174,135
265,19,24,bottom,1705,1.705,8174,135
265,19,24,memo,2208,2.208,8174,135
265,19,25,bottom,1708,1.708,8174,135
265,19,25,memo,2226,2.226,8174,135
265,20,1,bottom,1715,1.715,7878,126
265,20,1,memo,2658,2.658,7878,126
265,20,2,bottom,1708,1.708,7878,126
265,20,2,memo,2559,2.559,7878,126
265,20,3,bottom,1743,1.743,7878,126
265,20,3,memo,2199,2.199,7878,126
265,20,4,bottom,1710,1.71,7878,126
265,20,4,memo,2435,2.435,7878,126
265,20,5,bottom,2090,2.09,7878,126
265,20,5,memo,2249,2.249,7878,126
265,20,6,bottom,1700,1.7,7878,126
265,20,6,memo,2202,2.202,7878,126
265,20,7,bottom,1733,1.733,7878,126
265,20,7,memo,2199,2.199,7878,126
265,20,8,bottom,1718,1.718,7878,126
265,20,8,memo,2202,2.202,7878,126
265,20,9,bottom,1713,1.713,7878,126
265,20,9,memo,2200,2.2,7878,126
265,20,10,bottom,1715,1.715,7878,126
265,20,10,memo,2474,2.474,7878,126
265,20,11,bottom,1766,1.766,7878,126
265,20,11,memo,2957,2.957,7878,126
265,20,12,bottom,2124,2.124,7878,126
265,20,12,memo,2505,2.505,7878,126
265,20,13,bottom,1820,1.82,7878,126
265,20,13,memo,2243,2.243,7878,126
265,20,14,bottom,1701,1.701,7878,126
265,20,14,memo,2232,2.232,7878,126
265,20,15,bottom,1700,1.7,7878,126
265,20,15,memo,2233,2.233,7878,126
265,20,16,bottom,1701,1.701,7878,126
265,20,16,memo,2234,2.234,7878,126
265,20,17,bottom,1700,1.7,7878,126
265,20,17,memo,2221,2.221,7878,126
265,20,18,bottom,1734,1.734,7878,126
265,20,18,memo,2239,2.239,7878,126
265,20,19,bottom,1698,1.698,7878,126
265,20,19,memo,2615,2.615,7878,126
265,20,20,bottom,1778,1.778,7878,126
265,20,20,memo,2467,2.467,7878,126
265,20,21,bottom,1729,1.729,7878,126
265,20,21,memo,2206,2.206,7878,126
265,20,22,bottom,1715,1.715,7878,126
265,20,22,memo,2237,2.237,7878,126
265,20,23,bottom,1703,1.703,7878,126
265,20,23,memo,2562,2.562,7878,126
265,20,24,bottom,2058,2.058,7878,126
265,20,24,memo,2213,2.213,7878,126
265,20,25,bottom,1718,1.718,7878,126
265,20,25,memo,2205,2.205,7878,126
265,21,1,bottom,1721,1.721,7851,139
265,21,1,memo,2195,2.195,7851,139
265,21,2,bottom,1713,1.713,7851,139
265,21,2,memo,2232,2.232,7851,139
265,21,3,bottom,1906,1.906,7851,139
265,21,3,memo,2283,2.283,7851,139
265,21,4,bottom,1852,1.852,7851,139
265,21,4,memo,2237,2.237,7851,139
265,21,5,bottom,1733,1.733,7851,139
265,21,5,memo,2193,2.193,7851,139
265,21,6,bottom,1977,1.977,7851,139
265,21,6,memo,2618,2.618,7851,139
265,21,7,bottom,1708,1.708,7851,139
265,21,7,memo,2240,2.24,7851,139
265,21,8,bottom,1697,1.697,7851,139
265,21,8,memo,2214,2.214,7851,139
265,21,9,bottom,1697,1.697,7851,139
265,21,9,memo,2241,2.241,7851,139
265,21,10,bottom,1710,1.71,7851,139
265,21,10,memo,2200,2.2,7851,139
265,21,11,bottom,1699,1.699,7851,139
265,21,11,memo,2239,2.239,7851,139
265,21,12,bottom,1702,1.702,7851,139
265,21,12,memo,2505,2.505,7851,139
265,21,13,bottom,1718,1.718,7851,139
265,21,13,memo,3049,3.049,7851,139
265,21,14,bottom,1715,1.715,7851,139
265,21,14,memo,2238,2.238,7851,139
265,21,15,bottom,1718,1.718,7851,139
265,21,15,memo,2195,2.195,7851,139
265,21,16,bottom,1712,1.712,7851,139
265,21,16,memo,2195,2.195,7851,139
265,21,17,bottom,1710,1.71,7851,139
265,21,17,memo,2535,2.535,7851,139
265,21,18,bottom,2134,2.134,7851,139
265,21,18,memo,2206,2.206,7851,139
265,21,19,bottom,1699,1.699,7851,139
265,21,19,memo,2228,2.228,7851,139
265,21,20,bottom,1706,1.706,7851,139
265,21,20,memo,2235,2.235,7851,139
265,21,21,bottom,1712,1.712,7851,139
265,21,21,memo,2423,2.423,7851,139
265,21,22,bottom,1775,1.775,7851,139
265,21,22,memo,2236,2.236,7851,139
265,21,23,bottom,1894,1.894,7851,139
265,21,23,memo,2234,2.234,7851,139
265,21,24,bottom,1700,1.7,7851,139
265,21,24,memo,2232,2.232,7851,139
265,21,25,bottom,1799,1.799,7851,139
265,21,25,memo,2762,2.762,7851,139
265,22,1,bottom,1746,1.746,7692,143
265,22,1,memo,2215,2.215,7692,143
265,22,2,bottom,1717,1.717,7692,143
265,22,2,memo,2216,2.216,7692,143
265,22,3,bottom,1715,1.715,7692,143
265,22,3,memo,2229,2.229,7692,143
265,22,4,bottom,1714,1.714,7692,143
265,22,4,memo,2236,2.236,7692,143
265,22,5,bottom,1988,1.988,7692,143
265,22,5,memo,2282,2.282,7692,143
265,22,6,bottom,2371,2.371,7692,143
265,22,6,memo,2199,2.199,7692,143
265,22,7,bottom,1735,1.735,7692,143
265,22,7,memo,2754,2.754,7692,143
265,22,8,bottom,1868,1.868,7692,143
265,22,8,memo,2236,2.236,7692,143
265,22,9,bottom,1715,1.715,7692,143
265,22,9,memo,2218,2.218,7692,143
265,22,10,bottom,1714,1.714,7692,143
265,22,10,memo,2212,2.212,7692,143
265,22,11,bottom,1750,1.75,7692,143
265,22,11,memo,2250,2.25,7692,143
265,22,12,bottom,1772,1.772,7692,143
265,22,12,memo,2348,2.348,7692,143
265,22,13,bottom,1731,1.731,7692,143
265,22,13,memo,2202,2.202,7692,143
265,22,14,bottom,1728,1.728,7692,143
265,22,14,memo,2590,2.59,7692,143
265,22,15,bottom,1740,1.74,7692,143
265,22,15,memo,2998,2.998,7692,143
265,22,16,bottom,1725,1.725,7692,143
265,22,16,memo,2216,2.216,7692,143
265,22,17,bottom,1776,1.776,7692,143
265,22,17,memo,2216,2.216,7692,143
265,22,18,bottom,1715,1.715,7692,143
265,22,18,memo,2216,2.216,7692,143
265,22,19,bottom,1964,1.964,7692,143
265,22,19,memo,2920,2.92,7692,143
265,22,20,bottom,1854,1.854,7692,143
265,22,20,memo,2198,2.198,7692,143
265,22,21,bottom,1729,1.729,7692,143
265,22,21,memo,2232,2.232,7692,143
265,22,22,bottom,1712,1.712,7692,143
265,22,22,memo,2249,2.249,7692,143
265,22,23,bottom,1713,1.713,7692,143
265,22,23,memo,2463,2.463,7692,143
265,22,24,bottom,1827,1.827,7692,143
265,22,24,memo,2295,2.295,7692,143
265,22,25,bottom,1839,1.839,7692,143
265,22,25,memo,2283,2.283,7692,143
265,23,1,bottom,1736,1.736,8011,118
265,23,1,memo,2544,2.544,8011,118
265,23,2,bottom,1967,1.967,8011,118
265,23,2,memo,2197,2.197,8011,118
265,23,3,bottom,1743,1.743,8011,118
265,23,3,memo,2216,2.216,8011,118
265,23,4,bottom,1750,1.75,8011,118
265,23,4,memo,2205,2.205,8011,118
265,23,5,bottom,1726,1.726,8011,118
265,23,5,memo,2232,2.232,8011,118
265,23,6,bottom,1710,1.71,8011,118
265,23,6,memo,2235,2.235,8011,118
265,23,7,bottom,1973,1.973,8011,118
265,23,7,memo,2242,2.242,8011,118
265,23,8,bottom,2056,2.056,8011,118
265,23,8,memo,2250,2.25,8011,118
265,23,9,bottom,2233,2.233,8011,118
265,23,9,memo,2381,2.381,8011,118
265,23,10,bottom,1731,1.731,8011,118
265,23,10,memo,2192,2.192,8011,118
265,23,11,bottom,1726,1.726,8011,118
265,23,11,memo,2200,2.2,8011,118
265,23,12,bottom,1726,1.726,8011,118
265,23,12,memo,2198,2.198,8011,118
265,23,13,bottom,1743,1.743,8011,118
265,23,13,memo,2220,2.22,8011,118
265,23,14,bottom,1728,1.728,8011,118
265,23,14,memo,2243,2.243,8011,118
265,23,15,bottom,1753,1.753,8011,118
265,23,15,memo,2293,2.293,8011,118
265,23,16,bottom,1739,1.739,8011,118
265,23,16,memo,2566,2.566,8011,118
265,23,17,bottom,1707,1.707,8011,118
265,23,17,memo,2427,2.427,8011,118
